target_id,target_url,target_title,target_model,target_version,target_price_gross_eur,target_price_net_eur,target_year,target_km,target_fuel,target_transmission,target_power_hp,target_displacement_cc,match_level,market_sample_size,market_minimum_eur,market_median_eur,market_maximum_eur,comparable_id,source,used_for_price,comparable_title,price_eur,km,year,version,fuel,transmission,power_hp,displacement_cc,url
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,70104394,coches_net,True,FORD Focus 1.0 Ecoboost MHEV Active,22690.0,11109,2024,1.0 Ecoboost MHEV Active,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-active-5p-electrico-hibrido-2023-en-sevilla-70104394-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71061425,coches_net,True,FORD Focus 1.0 Ecoboost MHEV Active,22690.0,22000,2024,1.0 Ecoboost MHEV Active,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-active-5p-electrico-hibrido-2023-en-sevilla-71061425-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71231936,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine X,25810.0,19849,2024,1.0 Ecoboost MHEV STLine X,Híbrido,,125,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-x-5p-electrico-hibrido-2024-en-sevilla-71231936-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71068878,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine Auto,18990.0,45240,2024,1.0 Ecoboost MHEV STLine Auto,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-stline-auto-5p-electrico-hibrido-2024-en-valencia-71068878-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71242157,coches_net,True,FORD Focus 1.0 Ecob. MHEV Active Design SIP,18500.0,21830,2023,1.0 Ecob. MHEV Active Design SIP,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecob-mhev-114kw-active-design-sip-5p-electrico-hibrido-2023-en-barcelona-71242157-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71251769,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine X,20500.0,9900,2023,1.0 Ecoboost MHEV STLine X,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-stline-x-5p-electrico-hibrido-2024-en-madrid-71251769-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,70938962,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine Auto SB,19590.0,57612,2024,1.0 Ecoboost MHEV STLine Auto SB,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-stline-auto-sb-5p-electrico-hibrido-2024-en-cadiz-70938962-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71242155,coches_net,True,FORD Focus STLine 1.0T EcoBoost mHEV,21900.0,5339,2024,STLine 1.0T EcoBoost mHEV,Híbrido,,125,999,https://www.coches.net/ford-focus-stline-10t-ecoboost-mhev-92kw-125cv-5p-electrico-hibrido-2024-en-barcelona-71242155-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71120192,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine,22985.0,36,2023,1.0 Ecoboost MHEV STLine,Híbrido,,125,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-5p-electrico-hibrido-2022-en-sta-c-tenerife-71120192-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71234294,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine,16599.0,53633,2022,1.0 Ecoboost MHEV STLine,Híbrido,,125,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-5p-electrico-hibrido-2022-en-sevilla-71234294-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71248147,coches_net,True,FORD Focus 1.0 Ecoboost MHEV Active,15550.0,49066,2022,1.0 Ecoboost MHEV Active,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-active-5p-electrico-hibrido-2022-en-vizcaya-71248147-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71225858,coches_net,True,FORD Focus STLine 1.0T EcoBoost mHEV,24900.0,10,2026,STLine 1.0T EcoBoost mHEV,Híbrido,,125,999,https://www.coches.net/km-0/ford/focus/barcelona/stline-10t-ecoboost-mhev-92kw-125cv-electrico-hibrido-de-km0-71225858-kovn.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71215150,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine,15850.0,40771,2023,1.0 Ecoboost MHEV STLine,Híbrido,,125,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-5p-electrico-hibrido-2022-en-pontevedra-71215150-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71215149,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine,15850.0,42529,2023,1.0 Ecoboost MHEV STLine,Híbrido,,125,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-5p-electrico-hibrido-2022-en-pontevedra-71215149-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71242498,coches_net,True,FORD Focus 1.0 Ecoboost MHEV Active Auto,18490.0,59155,2024,1.0 Ecoboost MHEV Active Auto,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-active-auto-5p-electrico-hibrido-2023-en-navarra-71242498-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71072067,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine X,19990.0,13502,2023,1.0 Ecoboost MHEV STLine X,Híbrido,,125,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-x-5p-electrico-hibrido-2024-en-sevilla-71072067-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71199323,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine,17490.0,56754,2023,1.0 Ecoboost MHEV STLine,Híbrido,,125,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-5p-electrico-hibrido-2022-en-malaga-71199323-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71232084,coches_net,True,FORD Focus STLine X 1.0T EcoBoost mHEV Auto,22699.0,5211,2025,STLine X 1.0T EcoBoost mHEV Auto,Híbrido,,155,999,https://www.coches.net/ford-focus-stline-x-10t-ecoboost-mhev-114kw-auto-5p-electrico-hibrido-2024-en-sevilla-71232084-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71189530,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine Style SIP,17490.0,40916,2022,1.0 Ecoboost MHEV STLine Style SIP,Híbrido,,125,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-style-sip-5p-electrico-hibrido-2022-en-madrid-71189530-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71193801,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine,17190.0,59039,2023,1.0 Ecoboost MHEV STLine,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-stline-5p-electrico-hibrido-2022-en-cordoba-71193801-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71190795,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine,21990.0,22104,2023,1.0 Ecoboost MHEV STLine,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-stline-5p-electrico-hibrido-2024-en-madrid-71190795-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71243655,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine Style SIP,16990.0,46059,2023,1.0 Ecoboost MHEV STLine Style SIP,Híbrido,,125,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-style-sip-5p-electrico-hibrido-2022-en-madrid-71243655-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71020074,coches_net,True,FORD Focus 1.0 Ecoboost MHEV Active,19490.0,31472,2022,1.0 Ecoboost MHEV Active,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-active-5p-electrico-hibrido-2022-en-madrid-71020074-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71056500,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine,16490.0,40902,2022,1.0 Ecoboost MHEV STLine,Híbrido,,125,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-5p-electrico-hibrido-2022-en-madrid-71056500-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71199919,coches_net,True,FORD Focus STLine X 1.0T EcoBoost mHEV Auto,27900.0,10,2026,STLine X 1.0T EcoBoost mHEV Auto,Híbrido,,155,999,https://www.coches.net/km-0/ford/focus/barcelona/stline-x-10t-ecoboost-mhev-114kw-auto-electrico-hibrido-de-km0-71199919-kovn.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71235238,coches_net,True,FORD Focus 1.0 Ecoboost MHEV Active Auto,22850.0,58021,2024,1.0 Ecoboost MHEV Active Auto,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-active-auto-5p-electrico-hibrido-2024-en-sevilla-71235238-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,70983879,coches_net,True,FORD Focus 1.0 Ecoboost MHEV Active Auto,18500.0,52000,2024,1.0 Ecoboost MHEV Active Auto,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-active-auto-5p-electrico-hibrido-2024-en-valencia-70983879-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71076619,coches_net,True,FORD Focus 1.0 Ecoboost MHEV Active Auto,18500.0,44000,2024,1.0 Ecoboost MHEV Active Auto,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-active-auto-5p-electrico-hibrido-2024-en-valencia-71076619-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71235448,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine,20750.0,59424,2024,1.0 Ecoboost MHEV STLine,Híbrido,,125,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-5p-electrico-hibrido-2024-en-malaga-71235448-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71229666,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine,16990.0,56057,2022,1.0 Ecoboost MHEV STLine,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-stline-5p-electrico-hibrido-2022-en-madrid-71229666-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71172931,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine,17490.0,60776,2023,1.0 Ecoboost MHEV STLine,Híbrido,,125,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-5p-electrico-hibrido-2022-en-granada-71172931-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71202292,coches_net,True,FORD Focus 1.0 Ecoboost MHEV Active Auto SB,21500.0,32518,2023,1.0 Ecoboost MHEV Active Auto SB,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-active-auto-sb-5p-electrico-hibrido-2023-en-barcelona-71202292-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71228517,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine,18990.0,33913,2023,1.0 Ecoboost MHEV STLine,Híbrido,,125,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-5p-electrico-hibrido-2022-en-madrid-71228517-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,70187431,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine,16990.0,55000,2023,1.0 Ecoboost MHEV STLine,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-stline-5p-electrico-hibrido-2022-en-las-palmas-70187431-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,70681954,coches_net,True,FORD Focus Active 1.0T EcoBoost mHEV,27000.0,4,2026,Active 1.0T EcoBoost mHEV,Híbrido,,125,999,https://www.coches.net/ford-focus-active-10t-ecoboost-mhev-92kw-125cv-5p-electrico-hibrido-2025-en-sevilla-70681954-covo.aspx
443938979,https://www.mobile.de/es/veh%C3%ADculos/detalles.html?id=443938979,Ford Focus Titanium X Turnier*AUT*NAVI,Focus,Titanium X Turnier*AUT*NAVI,31980.0,26873.95,2026,1050,Híbrido (gasolina/eléctrico),Automático,155,999,broad,50,15550.0,18990.0,28500.0,71238681,coches_net,True,FORD Focus 1.0 Ecoboost MHEV STLine Auto,28500.0,6785,2025,1.0 Ecoboost MHEV STLine Auto,Híbrido,,155,999,https://www.coches.net/ford-focus-10-ecoboost-mhev-114kw-stline-auto-5p-electrico-hibrido-2024-en-valencia-71238681-covo.aspx
